id,component,pred_delta_theta,true_delta_theta,error,cos_similarity
group_I_intron-IC1-Acy.S943,2,0.015671918966374734,0.01903557788944724,-0.003363658923072506,0.9989788461692944
group_I_intron-IC1-Acy.S943,3,0.019439406734513262,0.02064844221105528,-0.0012090354765420183,0.9989788461692944
group_I_intron-IC1-Acy.S943,4,0.0033539453224191527,0.0010146733668341713,0.0023392719555849813,0.9989788461692944
group_I_intron-IE1-Min.S516-1_p10,1,0.024089612256566084,0.03212363636363636,-0.008034024107070277,0.9952994114067495
group_I_intron-IE1-Min.S516-1_p10,2,0.015156092103354007,0.009203116883116882,0.005952975220237125,0.9952994114067495
group_I_intron-IE1-Min.S516-1_p10,3,0.01915344420621384,0.01947168831168831,-0.0003182441054744717,0.9952994114067495
group_I_intron-IE1-Min.S516-1_p10,4,0.003930545228482839,0.0027449350649350656,0.0011856101635477736,0.9952994114067495
group_I_intron-IE-Cky.S1199_p10,1,0.024024955398727222,0.02381788029925187,0.00020707509947535258,0.9903936302325332
group_I_intron-IE-Cky.S1199_p10,2,0.015373168115358542,0.016862942643391523,-0.0014897745280329812,0.9903936302325332
group_I_intron-IE-Cky.S1199_p10,3,0.019352582351752613,0.020937705735660846,-0.0015851233839082324,0.9903936302325332
group_I_intron-IE-Cky.S1199_p10,4,0.0035171689141492166,0.00020688279301745425,0.0033102861211317626,0.9903936302325332
group_I_intron-IC1-Pst.S943,1,0.023364170523462176,0.016403350253807104,0.006960820269655072,0.9893576578660384
group_I_intron-IC1-Pst.S943,2,0.01605109923523116,0.022029035532994925,-0.005977936297763765,0.9893576578660384
group_I_intron-IC1-Pst.S943,3,0.019550929571356068,0.020253096446700505,-0.0007021668753444364,0.9893576578660384
group_I_intron-IC1-Pst.S943,4,0.0031439108649977806,0.0021207106598984775,0.0010232002050993031,0.9893576578660384
group_I_intron-IC1-Cpu.S1506,1,0.024452896160636298,0.023661176470588238,0.0007917196900480601,0.9954646978432627
group_I_intron-IC1-Cpu.S1506,2,0.014986038878146632,0.018367731092436973,-0.003381692214290341,0.9954646978432627
group_I_intron-IC1-Cpu.S1506,3,0.019286027426069854,0.022587226890756304,-0.0033011994646864502,0.9954646978432627
group_I_intron-IC1-Cpu.S1506,4,0.0036291104833608627,-0.003241680672268905,0.006870791155629767,0.9954646978432627
group_I_intron-IE1-Leo_sp-1.S516_p10,1,0.02349080252365718,0.021229772727272726,0.002261029796384456,0.9975901255107976
group_I_intron-IE1-Leo_sp-1.S516_p10,2,0.01586830922681665,0.01780159090909091,-0.00193328168227426,0.9975901255107976
group_I_intron-IE1-Leo_sp-1.S516_p10,3,0.019449878715349547,0.019667840909090906,-0.0002179621937413584,0.9975901255107976
group_I_intron-IE1-Leo_sp-1.S516_p10,4,0.003347621885644037,0.003036477272727274,0.0003111446129167631,0.9975901255107976
group_I_intron-IC1-Tle.S891-2,1,0.023434240877608942,0.016086178660049626,0.007348062217559317,0.9838970384563903
group_I_intron-IC1-Tle.S891-2,2,0.01601161322454974,0.022422729528535985,-0.006411116303986244,0.9838970384563903
group_I_intron-IC1-Tle.S891-2,3,0.019568530423986784,0.020429727047146403,-0.0008611966231596192,0.9838970384563903
group_I_intron-IC1-Tle.S891-2,4,0.003102485183407785,0.0017708188585607914,0.0013316663248469935,0.9838970384563903
group_I_intron-IE1-Cca.S516_p1,1,0.024320867448896742,0.03324296296296296,-0.008922095514066218,0.9642104510013318
group_I_intron-IE1-Cca.S516_p1,2,0.014932121715552117,0.008700740740740742,0.006231380974811376,0.9642104510013318
group_I_intron-IE1-Cca.S516_p1,3,0.019099868921370656,0.019905925925925924,-0.0008060570045552683,0.9642104510013318
group_I_intron-IE1-Cca.S516_p1,4,0.004027960813326259,0.0017622222222222201,0.002265738591104039,0.9642104510013318
group_I_intron-IC1-Cli.S943-2,1,0.023887861456384652,0.02207224438902743,0.0018156170673572225,0.9739723871559425
group_I_intron-IC1-Cli.S943-2,2,0.015504922184939532,0.018109825436408978,-0.0026049032514694464,0.9739723871559425
group_I_intron-IC1-Cli.S943-2,3,0.019383125487936807,0.0208130174563591,-0.0014298919684222929,0.9739723871559425
group_I_intron-IC1-Cli.S943-2,4,0.00346197162488188,0.0005809476309226913,0.0028810239939591887,0.9739723871559425
group_I_intron-IC1-Uma.S943,1,0.02357861909024268,0.01672704225352113,0.006851576836721551,0.9947029393991187
group_I_intron-IC1-Uma.S943,2,0.01586642105201036,0.022392112676056338,-0.006525691624045978,0.9947029393991187
group_I_intron-IC1-Uma.S943,3,0.01952868887608251,0.020984788732394365,-0.0014560998563118537,0.9947029393991187
group_I_intron-IC1-Uma.S943,4,0.003176709189488751,0.0005656338028169023,0.0026110753866718486,0.9947029393991187
group_I_intron-IC1-Ssc.L798-4,1,0.023132335760495122,0.019118049535603712,0.00401428622489141,0.9877747026587582
group_I_intron-IC1-Ssc.L798-4,2,0.016204417379485418,0.018771393188854492,-0.0025669758093690744,0.9877747026587582
group_I_intron-IC1-Ssc.L798-4,3,0.019519730654458868,0.01887486068111455,0.0006448699733443176,0.9877747026587582
group_I_intron-IC1-Ssc.L798-4,4,0.0032242850302962372,0.004835417956656346,-0.0016111329263601088,0.9877747026587582
tmRNA-Ther.ther._TRW-300852,1,0.024443612215855212,0.03367040114613181,-0.009226788930276598,0.9820966297388495
tmRNA-Ther.ther._TRW-300852,2,0.014798400811926123,0.00885971346704871,0.005938687344877413,0.9820966297388495
tmRNA-Ther.ther._TRW-300852,3,0.019053735321162876,0.020490028653295127,-0.0014362933321322505,0.9820966297388495
tmRNA-Ther.ther._TRW-300852,4,0.004116773538474279,0.0005099140401146141,0.0036068594983596648,0.9820966297388495
tmRNA-Acti.pleu._TRW-44294,1,0.02336071227813017,0.018637486338797814,0.004723225939332356,0.9968973216327494
tmRNA-Acti.pleu._TRW-44294,2,0.016029755414538716,0.019913224043715847,-0.0038834686291771316,0.9968973216327494
tmRNA-Acti.pleu._TRW-44294,3,0.01952228894330093,0.019792677595628416,-0.00027038865232748704,0.9968973216327494
tmRNA-Acti.pleu._TRW-44294,4,0.003204186907392879,0.0029419672131147548,0.0002622196942781243,0.9968973216327494
tmRNA-Trep.pall._TRW-243276,1,0.023845206023375556,0.025509943502824862,-0.0016647374794493061,0.9829078301748032
tmRNA-Trep.pall._TRW-243276,2,0.01547888019757895,0.01478146892655367,0.0006974112710252806,0.9829078301748032
tmRNA-Trep.pall._TRW-243276,3,0.01931270118022925,0.020017853107344632,-0.0007051519271153821,0.9829078301748032
tmRNA-Trep.pall._TRW-243276,4,0.0036123874593015294,0.0020264406779661034,0.001585946781335426,0.9829078301748032
tmRNA-uncu.bact._TRW-80840-2,1,0.02409411482283503,0.02592551451187335,-0.0018313996890383204,0.9030717112646053
tmRNA-uncu.bact._TRW-80840-2,2,0.015265870599595615,0.014948918205804749,0.0003169523937908668,0.9030717112646053
tmRNA-uncu.bact._TRW-80840-2,3,0.019288490166750175,0.020601108179419524,-0.0013126180126693497,0.9030717112646053
tmRNA-uncu.bact._TRW-80840-2,4,0.003647093855340921,0.0007766754617414247,0.0028704183935994963,0.9030717112646053
tmRNA-Aqui.aeol._TRW-63363,1,0.024255947509507093,0.031391152737752163,-0.007135205228245071,0.9980541448453017
tmRNA-Aqui.aeol._TRW-63363,2,0.015022913017833579,0.010450605187319884,0.004572307830513695,0.9980541448453017
tmRNA-Aqui.aeol._TRW-63363,3,0.01914819399157735,0.02028293948126801,-0.0011347454896906625,0.9980541448453017
tmRNA-Aqui.aeol._TRW-63363,4,0.003930822436401883,0.0010911815561959657,0.0028396408802059173,0.9980541448453017
tmRNA-Stap.epid._AF375586,1,0.02263118612083438,0.014930450160771706,0.007700735960062672,0.9472506454794157
tmRNA-Stap.epid._AF375586,2,0.016718938743654328,0.021539678456591636,-0.004820739712937307,0.9472506454794157
tmRNA-Stap.epid._AF375586,3,0.01967059876743496,0.018310032154340836,0.0013605666130941246,0.9472506454794157
tmRNA-Stap.epid._AF375586,4,0.0029402808991954446,0.0062899035369774915,-0.003349622637782047,0.9472506454794157
tmRNA-envi.sequ._TRW-32045-3,1,0.02289574469058061,0.014300000000000002,0.008595744690580607,0.9936207224673093
tmRNA-envi.sequ._TRW-32045-3,2,0.016507436975358527,0.022714285714285715,-0.006206848738927188,0.9936207224673093
tmRNA-envi.sequ._TRW-32045-3,3,0.019662631492694187,0.019128571428571425,0.000534060064122762,0.9936207224673093
tmRNA-envi.sequ._TRW-32045-3,4,0.002939918180442473,0.004614285714285717,-0.0016743675338432434,0.9936207224673093
tmRNA-Myco.pene._BA000026,1,0.022606727367034663,0.007393209876543209,0.015213517490491454,0.9751399683380257
tmRNA-Myco.pene._BA000026,2,0.01682820073970026,0.028669135802469138,-0.011840935062768877,0.9751399683380257
tmRNA-Myco.pene._BA000026,3,0.019778295374597684,0.01985308641975309,-7.479104515540486e-05,0.9751399683380257
tmRNA-Myco.pene._BA000026,4,0.002716043416680034,0.003540740740740739,-0.000824697324060705,0.9751399683380257
tmRNA-Yers.pseu._AR948532,1,0.023499608351408137,0.020233846153846154,0.0032657621975619826,0.9835227773146737
tmRNA-Yers.pseu._AR948532,2,0.015876901878230702,0.018735824175824176,-0.002858922297593474,0.9835227773146737
tmRNA-Yers.pseu._AR948532,3,0.019468252256113337,0.019862417582417583,-0.0003941653263042459,0.9835227773146737
tmRNA-Yers.pseu._AR948532,4,0.0033085286016069967,0.002692747252747254,0.0006157813488597429,0.9835227773146737
tmRNA-Clos.perf._CP000246,1,0.023233685324780734,0.016746177285318558,0.006487508039462176,0.9512259175098114
tmRNA-Clos.perf._CP000246,2,0.016179618092277588,0.02117130193905817,-0.004991683846780583,0.9512259175098114
tmRNA-Clos.perf._CP000246,3,0.019583715717513186,0.019546869806094182,3.6845911419003397e-05,0.9512259175098114
tmRNA-Clos.perf._CP000246,4,0.0030835841197445714,0.003579390581717451,-0.0004958064619728798,0.9512259175098114
tmRNA-Xant.camp._AE012247,1,0.02386683938512104,0.02329151133501259,0.0005753280501084486,0.9157868275478206
tmRNA-Xant.camp._AE012247,2,0.01550506778011734,0.017164634760705295,-0.0016595669805879558,0.9157868275478206
tmRNA-Xant.camp._AE012247,3,0.019363894093328553,0.02081153652392947,-0.0014476424306009185,0.9157868275478206
tmRNA-Xant.camp._AE012247,4,0.0035036517794645805,0.0005053904282115861,0.0029982613512529945,0.9157868275478206
tmRNA-Ther.elon._BA000039,1,0.02361853595229802,0.020777512953367872,0.002841022998930149,0.9496816057187784
tmRNA-Ther.elon._BA000039,2,0.01576284028454291,0.018756062176165805,-0.0029932218916228943,0.9496816057187784
tmRNA-Ther.elon._BA000039,3,0.019442035064460867,0.02038839378238342,-0.0009463587179225526,0.9496816057187784
tmRNA-Ther.elon._BA000039,4,0.0033558273840466994,0.001554818652849739,0.0018010087311969604,0.9496816057187784
tmRNA-Baci.clau._AP006627,1,0.02351185283908239,0.021223239436619714,0.002288613402462676,0.9965520099094038
tmRNA-Baci.clau._AP006627,2,0.01585174995757386,0.017861971830985916,-0.0020102218734120575,0.9965520099094038
tmRNA-Baci.clau._AP006627,3,0.019449566031644876,0.01973380281690141,-0.0002842367852565336,0.9965520099094038
tmRNA-Baci.clau._AP006627,4,0.003346919427900594,0.002898591549295774,0.0004483278786048201,0.9965520099094038
tmRNA-envi.sequ._TRW-32045-1,1,0.02297578713735765,0.01471619718309859,0.00825958995425906,0.9836051226800694
tmRNA-envi.sequ._TRW-32045-1,2,0.016407299079877164,0.022509859154929576,-0.006102560075052412,0.9836051226800694
tmRNA-envi.sequ._TRW-32045-1,3,0.01961712164510675,0.01926901408450704,0.0003481075605997093,0.9836051226800694
tmRNA-envi.sequ._TRW-32045-1,4,0.0030301780255918,0.0042929577464788735,-0.0012627797208870735,0.9836051226800694
tmRNA-Stre.ther._CP000024,1,0.022949718920345568,0.0149,0.008049718920345568,0.9904458464646055
